PEDU1,PEDU2,POCC1,POCC2,PSES1,PI1,PI2,PI3,PS1,PS2,PS3,PS4,DE1,DE2,SELD1,SELD2,SELD3,SELD4,SELD5,SIM1,SIM2,SIM3,SIM4,ANXI1,ANXI2,ANXI3,POSS1,POSS2,POSS3,TMP1,TMP2,TMP3,TMP4,TAC1,TAC2,TAC3,TAC4,CENV1,CU1,CU2,ARES1,ARES2,ARES3,SCORE
Lower_Secondary,Elementary,Farmer,Housewife,2,2,5,5,2,4,5,3,3,Moderate,< 2,< 2,2,2,2,3,3,3,3,2,5,4,Yes,No,Yes,3,1,3,3,4,4,3,4,2,Khmer,Irregular,Maybe,Maybe,Enough,Average
Elementary,Elementary,Farmer,Farmer,2,5,4,5,5,4,5,5,5,Moderate,< 2,> 4,4,1,5,5,5,5,5,3,4,1,Yes,No,Yes,5,5,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Excellent
Lower_Secondary,Lower_Secondary,Business,Business,3,4,4,4,3,3,3,3,3,Far,Never,2 to 4,3,3,3,4,4,5,5,2,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Enough,Good
Lower_Secondary,Elementary,Farmer,Housewife,2,4,4,4,4,3,4,5,5,Moderate,2 to 4,> 4,4,2,5,5,5,5,5,2,2,2,Yes,Yes,Yes,5,2,5,5,5,5,5,4,3,Khmer,Irregular,Enough,Enough,Not_enough,Good
Graduate,Upper_Secondary,Government_Officer,Others,2,4,5,5,4,3,3,5,3,Short,< 2,2 to 4,3,2,3,2,4,3,3,3,3,5,Yes,Yes,Yes,5,1,5,5,5,5,4,5,2,Khmer,One_Shift,Enough,Enough,Not_enough,Good
Elementary,Elementary,Government_Officer,Business,2,3,5,5,5,3,4,4,5,Moderate,< 2,> 4,3,2,4,4,4,4,5,3,3,4,Yes,Yes,Yes,2,2,1,1,4,1,1,2,2,Khmer,One_Shift,Enough,Enough,Not_enough,Poor
Lower_Secondary,Lower_Secondary,Others,Housewife,2,3,5,5,4,5,4,4,3,Moderate,Never,< 2,4,3,4,5,4,4,5,3,5,3,Yes,No,Yes,5,4,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Maybe,Enough,Good
Undergraduate,Undergraduate,Government_Officer,Business,2,3,4,4,4,4,4,4,4,Moderate,< 2,Never,4,3,4,3,5,4,3,3,4,2,Yes,Yes,Yes,4,4,4,4,5,5,5,4,2,Khmer,Fullday,Enough,Enough,Enough,Poor
Undergraduate,Lower_Secondary,Government_Officer,Housewife,3,3,5,5,3,5,1,5,3,Moderate,< 2,< 2,5,2,5,4,3,5,4,3,5,5,Yes,No,No,5,2,5,5,5,5,4,5,3,Khmer,One_Shift,Enough,Enough,Maybe,Poor
Undergraduate,Upper_Secondary,Government_Officer,Housewife,3,5,4,5,5,4,3,5,5,Moderate,< 2,> 4,5,1,4,4,4,5,5,4,3,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,Poor
Undergraduate,Undergraduate,Farmer,Farmer,2,5,5,5,4,5,3,4,3,Moderate,2 to 4,> 4,3,2,3,3,3,4,4,3,4,4,No,No,Yes,4,2,5,4,5,4,4,4,2,Khmer,Fullday,Enough,Enough,Enough,Average
Elementary,Upper_Secondary,Farmer,Housewife,3,2,5,3,3,3,3,3,3,Moderate,Never,Never,3,2,3,2,2,4,3,2,5,5,Yes,Yes,Yes,5,2,5,5,5,5,5,4,1,Khmer,Fullday,Enough,Enough,Enough,Poor
Upper_Secondary,Upper_Secondary,Business,Business,3,4,5,4,3,4,3,4,4,Moderate,Never,< 2,3,2,3,5,5,2,5,5,5,5,No,Yes,Yes,3,2,4,2,3,2,1,2,2,Khmer,Fullday,Enough,Enough,Maybe,Poor
Undergraduate,Others,Others,Others,2,3,5,4,3,4,3,3,3,Moderate,< 2,< 2,3,3,4,3,4,3,4,4,3,4,Yes,No,Yes,3,1,4,3,4,4,4,4,2,Khmer,Fullday,Enough,Enough,Maybe,Poor
Upper_Secondary,Upper_Secondary,Government_Officer,Private_Sector,2,3,2,2,2,2,1,4,2,Far,< 2,> 4,2,3,5,5,4,5,4,2,3,5,Yes,No,Yes,2,1,1,3,5,4,1,2,2,English,One_Shift,Enough,Enough,Enough,Good
Elementary,Elementary,Farmer,Farmer,2,3,4,4,3,3,3,5,4,Moderate,2 to 4,> 4,4,2,5,5,5,4,5,2,2,2,Yes,No,Yes,3,2,5,5,5,5,5,5,2,Khmer,Fullday,Not_enough,Enough,Not_enough,Excellent
Elementary,Elementary,Farmer,Farmer,2,4,4,4,4,4,4,4,4,Far,< 2,< 2,5,2,5,4,5,5,4,3,4,2,Yes,No,Yes,4,2,4,4,4,4,4,4,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,Good
Undergraduate,Lower_Secondary,Government_Officer,Housewife,3,4,5,5,4,4,3,4,4,Moderate,2 to 4,2 to 4,5,1,4,5,5,4,4,2,3,2,Yes,Yes,Yes,4,1,5,4,4,4,4,4,2,Khmer,Fullday,Enough,Enough,Not_enough,Excellent
Lower_Secondary,Illiteracy,Farmer,Housewife,2,3,3,3,3,3,3,3,1,Moderate,< 2,> 4,5,1,5,3,3,4,3,3,5,3,No,No,Yes,5,1,4,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Maybe,Poor
Lower_Secondary,Lower_Secondary,Business,Business,3,4,4,4,3,5,2,3,3,Moderate,< 2,> 4,2,3,2,3,4,4,4,5,5,4,Yes,Yes,Yes,3,4,3,3,3,4,2,3,3,Khmer,One_Shift,Maybe,Enough,Not_enough,Poor
Graduate,Elementary,Private_Sector,Business,3,3,5,4,4,4,3,4,4,Moderate,Never,Never,2,2,2,3,3,4,4,4,2,4,Yes,Yes,Yes,3,2,3,3,3,3,3,2,2,Khmer,Irregular,Enough,Enough,Not_enough,Poor
Elementary,Elementary,Farmer,Farmer,2,2,5,4,2,5,5,5,5,Moderate,< 2,> 4,4,4,4,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,4,5,4,5,2,Khmer,Fullday,Enough,Not_enough,Enough,Excellent
Upper_Secondary,Upper_Secondary,Private_Sector,Housewife,2,5,5,5,4,5,5,5,3,Moderate,2 to 4,> 4,5,1,4,5,5,5,5,1,1,1,Yes,Yes,No,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Maybe,Excellent
Upper_Secondary,Upper_Secondary,Private_Sector,Housewife,2,5,5,5,4,5,5,5,3,Moderate,2 to 4,> 4,5,1,4,5,5,5,5,1,1,1,Yes,Yes,No,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Maybe,Excellent
Others,Upper_Secondary,Farmer,Housewife,2,3,3,3,3,3,3,3,3,Far,< 2,> 4,4,2,4,4,5,4,5,3,3,3,Yes,Yes,Yes,5,3,4,4,5,4,3,4,2,Khmer,Irregular,Enough,Enough,Enough,Excellent
Elementary,Elementary,Farmer,Others,2,5,5,5,5,5,5,5,3,Moderate,< 2,< 2,5,1,5,5,5,5,5,1,1,1,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Not_enough,Excellent
Upper_Secondary,Elementary,Business,Business,3,2,4,5,3,1,1,1,2,Far,< 2,Never,5,4,4,5,5,3,3,2,1,4,Yes,Yes,Yes,4,1,4,4,4,5,4,4,2,Khmer,Fullday,Enough,Enough,Enough,Excellent
Undergraduate,Elementary,Others,Housewife,2,5,5,5,3,3,3,4,4,Moderate,2 to 4,< 2,4,1,5,4,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Maybe,Poor
Upper_Secondary,Lower_Secondary,Government_Officer,Business,3,4,5,4,3,4,3,3,4,Moderate,2 to 4,> 4,5,1,2,4,4,5,4,3,3,2,Yes,No,Yes,4,4,4,4,4,4,3,4,2,Khmer,One_Shift,Enough,Enough,Maybe,Good
Undergraduate,Lower_Secondary,Government_Officer,Business,2,5,5,5,4,5,4,5,3,Moderate,2 to 4,2 to 4,5,1,4,4,5,4,5,2,4,2,Yes,No,Yes,4,2,5,5,5,3,3,3,2,Khmer,Fullday,Enough,Not_enough,Enough,Excellent
Lower_Secondary,Elementary,Business,Housewife,2,2,2,5,4,3,3,2,4,Moderate,Never,2 to 4,5,1,5,5,5,5,5,1,2,2,Yes,No,Yes,3,2,4,4,4,4,4,4,3,English,One_Shift,Enough,Enough,Not_enough,Excellent
Elementary,Lower_Secondary,Farmer,Housewife,2,5,4,5,2,5,4,4,5,Moderate,2 to 4,> 4,5,1,5,5,5,5,4,1,3,3,Yes,No,Yes,5,2,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Not_enough,Good
Others,Elementary,Business,Others,2,3,3,4,3,4,4,4,4,Moderate,< 2,2 to 4,5,2,3,3,4,4,4,3,4,2,Yes,Yes,Yes,5,2,5,5,5,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,Good
Others,Elementary,Business,Housewife,2,3,3,4,3,4,4,4,4,Moderate,< 2,2 to 4,5,2,3,3,4,4,4,3,4,2,Yes,Yes,Yes,5,2,5,5,5,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,Good
Elementary,Elementary,Farmer,Farmer,2,3,4,5,1,5,5,5,3,Far,< 2,> 4,4,2,4,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,Good
Illiteracy,Elementary,Government_Officer,Housewife,2,3,5,5,3,4,4,5,5,Moderate,< 2,> 4,3,1,2,5,4,5,5,3,3,1,Yes,No,Yes,5,1,5,5,5,5,5,4,3,Khmer,Fullday,Enough,Enough,Maybe,Good
Elementary,Illiteracy,Farmer,Farmer,2,5,4,4,4,5,4,4,5,Moderate,< 2,> 4,3,2,4,5,5,4,5,4,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,Average
Elementary,Elementary,Farmer,Farmer,1,3,3,3,3,3,3,3,5,Far,Never,> 4,4,1,2,3,4,3,4,4,5,4,No,No,Yes,3,3,3,3,4,4,2,2,3,Khmer,Irregular,Enough,Enough,Maybe,Average
Upper_Secondary,Lower_Secondary,Government_Officer,Housewife,2,3,4,5,3,3,3,2,3,Moderate,< 2,> 4,4,3,4,4,4,4,5,2,4,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,Good
Upper_Secondary,Elementary,Farmer,Farmer,2,4,4,4,2,2,5,2,3,Moderate,2 to 4,< 2,4,1,5,5,5,5,2,1,1,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Poor
Elementary,Elementary,Farmer,Housewife,2,4,4,4,3,4,4,5,5,Moderate,Never,Never,3,4,2,5,2,4,4,3,3,3,Yes,No,Yes,3,3,3,3,3,3,4,3,3,Khmer,Fullday,Enough,Enough,Enough,Poor
Upper_Secondary,Upper_Secondary,Business,Housewife,3,5,5,5,5,3,4,5,4,Moderate,< 2,> 4,3,2,5,4,5,4,5,5,4,3,Yes,No,Yes,4,1,5,4,4,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,Average
Upper_Secondary,Upper_Secondary,Farmer,Housewife,3,2,2,2,2,3,2,2,2,Short,Never,< 2,1,1,1,1,1,1,3,2,2,2,Yes,No,Yes,2,2,1,2,2,2,2,2,2,Khmer,Fullday,Enough,Not_enough,Enough,Average
Upper_Secondary,Upper_Secondary,Farmer,Farmer,2,2,2,2,2,2,2,2,2,Moderate,Never,Never,2,2,2,2,2,2,2,2,2,2,No,No,No,2,2,2,2,2,2,2,2,2,Khmer,One_Shift,Enough,Enough,Enough,Poor
Others,Others,Farmer,Farmer,4,5,5,5,5,5,5,1,5,Moderate,< 2,2 to 4,5,5,5,3,5,5,4,4,4,3,Yes,No,Yes,3,5,3,1,4,4,1,5,3,Khmer,Irregular,Not_enough,Not_enough,Enough,Average
Elementary,Elementary,Farmer,Farmer,2,2,3,3,3,2,4,3,2,Far,< 2,< 2,2,3,3,4,4,4,3,3,3,3,Yes,No,No,4,3,3,4,4,2,3,4,2,Khmer,Irregular,Enough,Enough,Enough,Poor
Illiteracy,Illiteracy,Farmer,Farmer,3,4,3,3,4,4,4,3,3,Moderate,< 2,2 to 4,4,2,4,2,5,3,4,3,4,3,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Average
Upper_Secondary,Lower_Secondary,Farmer,Farmer,2,5,3,5,3,3,4,5,3,Moderate,< 2,> 4,4,1,3,3,4,4,4,3,1,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,Poor
Lower_Secondary,Illiteracy,Private_Sector,Housewife,2,5,5,5,4,4,4,3,4,Moderate,> 4,< 2,5,5,5,4,4,3,4,4,4,4,Yes,No,No,4,3,4,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,Poor
Upper_Secondary,Lower_Secondary,Farmer,Farmer,4,5,5,5,4,5,5,5,5,Far,< 2,2 to 4,5,1,5,5,5,5,5,1,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,Poor
Lower_Secondary,Elementary,Farmer,Farmer,2,3,3,2,2,2,1,2,2,Moderate,< 2,> 4,5,1,2,5,5,5,5,1,3,3,Yes,No,Yes,5,1,3,4,4,3,3,4,3,Khmer,One_Shift,Enough,Enough,Enough,Poor
Lower_Secondary,Elementary,Farmer,Farmer,2,3,3,2,2,2,1,2,2,Moderate,< 2,> 4,5,1,2,5,5,5,5,1,3,3,Yes,No,Yes,5,1,3,4,4,3,3,4,3,Khmer,One_Shift,Enough,Enough,Enough,Poor
Lower_Secondary,Elementary,Farmer,Farmer,2,5,4,5,3,3,2,5,5,Moderate,< 2,> 4,4,1,5,5,5,5,5,1,3,3,Yes,No,Yes,5,1,5,5,5,5,5,5,3,French,Irregular,Enough,Enough,Enough,Poor
Others,Others,Business,Business,3,3,3,4,3,3,3,3,4,Moderate,Never,< 2,3,2,4,4,3,4,4,2,3,3,Yes,No,Yes,3,3,4,4,5,4,5,4,2,Khmer,Irregular,Enough,Enough,Enough,Poor
Elementary,Elementary,Farmer,Farmer,2,5,5,5,4,5,5,5,4,Moderate,< 2,> 4,5,2,5,4,5,5,5,1,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Poor
Elementary,Elementary,Farmer,Farmer,2,3,3,3,3,3,3,3,3,Moderate,< 2,Never,3,3,4,3,3,3,3,3,3,3,No,No,No,4,3,3,3,3,3,4,3,2,Khmer,One_Shift,Enough,Enough,Enough,Poor
Elementary,Elementary,Farmer,Farmer,4,5,5,5,5,5,5,5,5,Short,< 2,< 2,5,5,5,5,5,5,5,5,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Average
Upper_Secondary,Elementary,Farmer,Farmer,2,3,5,4,3,4,4,4,4,Moderate,< 2,2 to 4,4,1,4,4,4,4,4,3,2,2,Yes,No,Yes,5,2,4,4,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,Excellent
Upper_Secondary,Elementary,Business,Housewife,3,3,2,4,2,3,3,3,3,Short,< 2,Never,4,4,3,3,2,2,2,3,2,4,Yes,Yes,No,4,2,3,4,4,4,5,5,2,Khmer,Irregular,Enough,Enough,Enough,Poor
Undergraduate,Lower_Secondary,Government_Officer,Housewife,3,4,5,5,3,4,3,5,5,Moderate,< 2,> 4,5,2,5,5,4,5,5,1,2,3,Yes,No,Yes,4,2,5,5,5,4,5,4,2,Khmer,Irregular,Maybe,Enough,Enough,Excellent
Elementary,Elementary,Farmer,Farmer,2,3,5,5,3,5,4,4,4,Far,< 2,> 4,5,2,5,5,5,5,5,3,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Not_enough,Not_enough,Not_enough,Excellent
Illiteracy,Lower_Secondary,Farmer,Farmer,2,4,4,3,4,4,5,5,5,Moderate,< 2,< 2,5,5,5,5,5,5,4,4,4,4,Yes,No,No,4,4,5,5,4,5,5,5,2,English,Irregular,Enough,Enough,Enough,Average
Elementary,Elementary,Farmer,Farmer,4,3,3,3,3,3,3,3,3,Moderate,< 2,< 2,3,3,3,3,3,3,3,3,3,3,Yes,Yes,No,3,3,2,3,3,3,3,3,2,Khmer,One_Shift,Not_enough,Enough,Enough,Poor
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,3,4,4,Short,> 4,< 2,4,4,4,3,4,3,5,5,4,4,Yes,Yes,Yes,4,4,4,3,4,4,5,2,3,Khmer,Fullday,Not_enough,Enough,Enough,Poor
Illiteracy,Illiteracy,Unemployment,Housewife,2,3,3,3,3,4,3,3,3,Moderate,2 to 4,< 2,3,3,3,3,3,3,3,3,3,3,Yes,No,No,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,Average
Illiteracy,Illiteracy,Unemployment,Housewife,2,3,3,3,3,4,3,3,3,Moderate,2 to 4,< 2,3,3,3,3,3,3,3,3,3,3,Yes,No,No,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,Average
Elementary,Elementary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Moderate,< 2,< 2,3,2,3,3,3,3,3,2,2,3,Yes,No,Yes,4,3,4,5,5,4,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Poor
Elementary,Elementary,Unemployment,Housewife,2,3,5,4,3,5,3,3,3,Short,< 2,> 4,4,2,3,1,4,4,3,5,3,3,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,Poor
Elementary,Elementary,Business,Business,2,1,3,5,2,2,2,4,3,Moderate,< 2,< 2,3,2,5,2,4,5,5,4,4,5,Yes,Yes,No,2,3,2,3,3,3,3,3,2,Khmer,Fullday,Enough,Enough,Not_enough,Poor
Lower_Secondary,Elementary,Farmer,Farmer,3,5,5,5,5,5,5,5,5,Short,< 2,> 4,5,1,5,5,5,5,5,5,5,5,Yes,No,Yes,5,2,5,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,Excellent
Lower_Secondary,Elementary,Farmer,Farmer,3,5,5,5,5,5,5,5,5,Short,< 2,> 4,5,1,5,5,5,5,5,5,5,5,Yes,No,Yes,5,2,5,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,Excellent
Upper_Secondary,Lower_Secondary,Business,Housewife,4,4,3,2,2,5,4,1,3,Short,> 4,> 4,5,1,4,5,5,3,5,4,1,1,Yes,Yes,Yes,5,1,3,5,5,5,4,5,3,Khmer,One_Shift,Enough,Enough,Not_enough,Average
Upper_Secondary,Upper_Secondary,Others,Housewife,2,3,4,4,3,4,4,4,4,Far,2 to 4,> 4,4,1,5,4,5,5,4,2,2,4,Yes,Yes,Yes,4,2,5,5,5,5,5,4,2,Khmer,One_Shift,Enough,Enough,Enough,Excellent
Lower_Secondary,Illiteracy,Farmer,Housewife,3,3,3,4,3,3,3,5,3,Far,< 2,> 4,4,3,3,3,3,4,3,4,4,3,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,Poor
Elementary,Lower_Secondary,Business,Business,3,3,4,5,3,5,5,4,3,Moderate,< 2,> 4,4,1,4,4,4,4,3,2,4,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Maybe,Maybe,Poor
Lower_Secondary,Lower_Secondary,Business,Business,2,3,5,3,3,5,3,3,4,Moderate,< 2,< 2,5,2,5,3,5,5,5,3,3,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,Average
Undergraduate,Elementary,Government_Officer,Housewife,2,4,4,4,4,4,4,4,4,Moderate,< 2,> 4,5,2,3,3,5,5,5,3,4,3,Yes,Yes,Yes,5,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Poor
Elementary,Illiteracy,Farmer,Farmer,2,3,2,5,3,2,4,4,3,Far,< 2,> 4,5,2,4,4,4,4,5,2,2,2,Yes,Yes,Yes,5,1,3,5,5,5,4,4,3,Khmer,One_Shift,Enough,Enough,Not_enough,Poor
Elementary,Elementary,Others,Private_Sector,2,3,3,3,2,2,3,3,3,Moderate,2 to 4,> 4,4,2,3,3,4,4,4,2,2,2,Yes,No,Yes,3,3,4,4,3,4,3,4,2,Khmer,Irregular,Enough,Maybe,Maybe,Poor
Undergraduate,Undergraduate,Business,Housewife,3,5,5,5,4,4,5,5,5,Moderate,< 2,> 4,5,1,5,5,5,5,5,3,3,2,Yes,Yes,Yes,5,3,5,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Average
Upper_Secondary,Lower_Secondary,Others,Private_Sector,2,3,2,2,2,2,2,2,3,Far,Never,> 4,4,2,4,4,5,4,4,3,3,4,Yes,No,Yes,5,2,4,4,5,5,5,4,2,Khmer,One_Shift,Enough,Enough,Not_enough,Average
Lower_Secondary,Elementary,Farmer,Housewife,3,4,5,5,5,5,5,5,4,Moderate,2 to 4,> 4,4,5,4,4,4,4,4,2,4,2,Yes,No,Yes,5,3,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Average
Upper_Secondary,Upper_Secondary,Private_Sector,Private_Sector,3,5,5,4,4,2,3,5,5,Short,< 2,2 to 4,5,5,5,1,4,5,3,5,5,5,Yes,Yes,Yes,5,3,4,5,5,5,3,5,2,Khmer,Irregular,Enough,Maybe,Maybe,Poor
Lower_Secondary,Lower_Secondary,Government_Officer,Farmer,3,4,4,4,4,4,4,4,4,Moderate,< 2,< 2,3,2,4,3,4,4,3,4,3,2,Yes,No,Yes,4,3,5,4,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Poor
Elementary,Elementary,Private_Sector,Housewife,3,5,5,5,5,5,5,5,5,Moderate,2 to 4,> 4,5,1,5,4,4,5,5,4,2,4,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,Good
Lower_Secondary,Lower_Secondary,Private_Sector,Private_Sector,3,5,5,3,5,4,5,5,4,Moderate,< 2,> 4,5,1,4,5,5,5,5,2,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,Poor
Upper_Secondary,Lower_Secondary,Others,Housewife,3,4,4,4,3,4,4,4,4,Far,2 to 4,> 4,4,2,5,4,5,4,4,2,2,4,Yes,Yes,Yes,4,1,4,5,5,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,Excellent
Lower_Secondary,Elementary,Business,Housewife,2,3,3,4,3,4,3,3,3,Moderate,2 to 4,> 4,5,1,5,5,5,5,5,2,2,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,Excellent
Lower_Secondary,Lower_Secondary,Business,Business,2,3,5,3,3,5,5,5,5,Moderate,< 2,< 2,5,4,5,5,5,5,5,3,3,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,Average
Upper_Secondary,Lower_Secondary,Farmer,Private_Sector,2,4,4,5,5,3,4,5,4,Moderate,2 to 4,2 to 4,4,1,4,4,4,4,4,2,1,2,Yes,No,No,5,2,4,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Not_enough,Poor
Undergraduate,Upper_Secondary,Business,Government_Officer,3,4,5,4,5,4,4,5,3,Moderate,2 to 4,2 to 4,4,1,5,4,5,5,5,1,3,2,Yes,Yes,Yes,5,2,5,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Good
Undergraduate,Upper_Secondary,Business,Government_Officer,3,4,5,4,5,4,4,5,3,Moderate,2 to 4,2 to 4,4,1,5,4,5,5,5,1,3,2,Yes,Yes,Yes,5,2,5,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,Good
Elementary,Elementary,Farmer,Housewife,4,4,4,4,2,2,4,4,4,Moderate,< 2,> 4,5,2,4,4,5,4,5,2,4,5,Yes,No,No,5,2,4,5,5,5,4,5,2,Khmer,One_Shift,Enough,Enough,Enough,Poor
Elementary,Elementary,Farmer,Housewife,4,4,4,4,2,2,4,4,4,Moderate,< 2,> 4,5,2,4,4,5,4,5,2,4,5,Yes,No,No,5,2,4,5,5,5,4,5,2,Khmer,One_Shift,Enough,Enough,Enough,Poor
Elementary,Elementary,Business,Housewife,2,4,3,4,4,3,3,3,3,Moderate,2 to 4,2 to 4,4,4,3,3,3,3,4,3,4,3,Yes,No,Yes,5,4,4,4,4,4,4,4,2,Khmer,Fullday,Not_enough,Not_enough,Not_enough,Excellent
Graduate,Upper_Secondary,Private_Sector,Housewife,3,4,5,3,4,3,4,2,3,Moderate,< 2,> 4,4,1,4,3,4,5,4,2,5,2,Yes,No,Yes,3,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Maybe,Maybe,Good
Elementary,Elementary,Farmer,Farmer,2,2,2,5,3,3,3,4,4,Moderate,< 2,2 to 4,5,1,5,3,3,4,5,2,3,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,Poor
Undergraduate,Undergraduate,Government_Officer,Business,2,5,5,5,5,3,2,3,3,Far,Never,> 4,5,1,4,4,4,3,5,2,3,1,Yes,Yes,Yes,3,1,4,4,5,4,4,4,2,Khmer,Irregular,Enough,Not_enough,Maybe,Excellent
Lower_Secondary,Upper_Secondary,Business,Business,3,2,4,2,4,5,5,1,4,Moderate,< 2,2 to 4,2,3,2,4,3,3,4,2,2,2,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,Average
Elementary,Elementary,Farmer,Housewife,2,3,3,3,3,3,5,5,3,Moderate,< 2,< 2,5,3,3,3,3,4,5,2,2,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,Average
Lower_Secondary,Elementary,Farmer,Housewife,2,4,5,5,4,5,5,3,5,Moderate,< 2,> 4,5,2,5,4,4,4,5,1,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,Excellent
Elementary,Elementary,Farmer,Farmer,1,3,3,3,3,3,3,3,3,Far,< 2,< 2,2,2,3,3,3,3,3,2,3,3,Yes,No,No,4,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Not_enough,Not_enough,Excellent
Elementary,Elementary,Farmer,Farmer,2,3,3,4,3,3,5,5,5,Short,2 to 4,> 4,5,2,5,5,5,4,5,1,3,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,Excellent
Elementary,Elementary,Farmer,Farmer,2,4,4,5,3,3,5,5,3,Moderate,< 2,Never,4,2,4,3,4,5,4,1,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,Average
Elementary,Elementary,Farmer,Farmer,2,4,5,5,3,5,5,4,3,Moderate,< 2,< 2,2,2,2,3,2,2,3,3,5,3,Yes,Yes,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,Good
Lower_Secondary,Lower_Secondary,Business,Business,2,2,4,3,2,2,2,3,3,Moderate,Never,2 to 4,4,3,4,3,3,3,3,2,4,3,Yes,Yes,Yes,4,1,5,4,5,4,3,5,2,Khmer,Irregular,Enough,Enough,Not_enough,Good
