"","PEDU1","PEDU2","POCC1","POCC2","PSES1","PI1","PI2","PI3","PS1","PS2","PS3","PS4","DE1","DE2","SELD1","SELD2","SELD3","SELD4","SELD5","SIM1","SIM2","SIM3","SIM4","ANXI1","ANXI2","ANXI3","POSS1","POSS2","POSS3","TMP1","TMP2","TMP3","TMP4","TAC1","TAC2","TAC3","TAC4","CENV1","CU1","CU2","ARES1","ARES2","ARES3","SCORE"
"972","Undergraduate","Lower_Secondary","Government_Officer","Housewife",3,4,5,5,3,4,3,5,5,"Moderate","< 2","> 4",5,2,5,5,4,5,5,1,2,3,"Yes","No","Yes",4,2,5,5,5,4,5,4,2,"Khmer","Irregular","Maybe","Enough","Enough","3"
"973","Elementary","Elementary","Farmer","Farmer",2,3,5,5,3,5,4,4,4,"Far","< 2","> 4",5,2,5,5,5,5,5,3,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","3"
"974","Illiteracy","Lower_Secondary","Farmer","Farmer",2,4,4,3,4,4,5,5,5,"Moderate","< 2","< 2",5,5,5,5,5,5,4,4,4,4,"Yes","No","No",4,4,5,5,4,5,5,5,2,"English","Irregular","Enough","Enough","Enough","1"
"975","Elementary","Elementary","Farmer","Farmer",4,3,3,3,3,3,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","Yes","No",3,3,2,3,3,3,3,3,2,"Khmer","One_Shift","Not_enough","Enough","Enough","0"
"976","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,3,4,4,"Short","> 4","< 2",4,4,4,3,4,3,5,5,4,4,"Yes","Yes","Yes",4,4,4,3,4,4,5,2,3,"Khmer","Fullday","Not_enough","Enough","Enough","0"
"977","Illiteracy","Illiteracy","Unemployment","Housewife",2,3,3,3,3,4,3,3,3,"Moderate","2 to 4","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","No","No",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"978","Illiteracy","Illiteracy","Unemployment","Housewife",2,3,3,3,3,4,3,3,3,"Moderate","2 to 4","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","No","No",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"979","Elementary","Elementary","Farmer","Farmer",2,5,5,5,5,5,5,5,5,"Moderate","< 2","< 2",3,2,3,3,3,3,3,2,2,3,"Yes","No","Yes",4,3,4,5,5,4,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"980","Elementary","Elementary","Unemployment","Housewife",2,3,5,4,3,5,3,3,3,"Short","< 2","> 4",4,2,3,1,4,4,3,5,3,3,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","0"
"981","Elementary","Elementary","Business","Business",2,1,3,5,2,2,2,4,3,"Moderate","< 2","< 2",3,2,5,2,4,5,5,4,4,5,"Yes","Yes","No",2,3,2,3,3,3,3,3,2,"Khmer","Fullday","Enough","Enough","Not_enough","0"
"982","Lower_Secondary","Elementary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Short","< 2","> 4",5,1,5,5,5,5,5,5,5,5,"Yes","No","Yes",5,2,5,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"983","Lower_Secondary","Elementary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Short","< 2","> 4",5,1,5,5,5,5,5,5,5,5,"Yes","No","Yes",5,2,5,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"984","Upper_Secondary","Lower_Secondary","Business","Housewife",4,4,3,2,2,5,4,1,3,"Short","> 4","> 4",5,1,4,5,5,3,5,4,1,1,"Yes","Yes","Yes",5,1,3,5,5,5,4,5,3,"Khmer","One_Shift","Enough","Enough","Not_enough","1"
"985","Upper_Secondary","Upper_Secondary","Others","Housewife",2,3,4,4,3,4,4,4,4,"Far","2 to 4","> 4",4,1,5,4,5,5,4,2,2,4,"Yes","Yes","Yes",4,2,5,5,5,5,5,4,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"986","Lower_Secondary","Illiteracy","Farmer","Housewife",3,3,3,4,3,3,3,5,3,"Far","< 2","> 4",4,3,3,3,3,4,3,4,4,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"987","Elementary","Lower_Secondary","Business","Business",3,3,4,5,3,5,5,4,3,"Moderate","< 2","> 4",4,1,4,4,4,4,3,2,4,2,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Maybe","Maybe","0"
"988","Lower_Secondary","Lower_Secondary","Business","Business",2,3,5,3,3,5,3,3,4,"Moderate","< 2","< 2",5,2,5,3,5,5,5,3,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","1"
"989","Undergraduate","Elementary","Government_Officer","Housewife",2,4,4,4,4,4,4,4,4,"Moderate","< 2","> 4",5,2,3,3,5,5,5,3,4,3,"Yes","Yes","Yes",5,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"990","Elementary","Illiteracy","Farmer","Farmer",2,3,2,5,3,2,4,4,3,"Far","< 2","> 4",5,2,4,4,4,4,5,2,2,2,"Yes","Yes","Yes",5,1,3,5,5,5,4,4,3,"Khmer","One_Shift","Enough","Enough","Not_enough","0"
"991","Elementary","Elementary","Others","Private_Sector",2,3,3,3,2,2,3,3,3,"Moderate","2 to 4","> 4",4,2,3,3,4,4,4,2,2,2,"Yes","No","Yes",3,3,4,4,3,4,3,4,2,"Khmer","Irregular","Enough","Maybe","Maybe","0"
"992","Undergraduate","Undergraduate","Business","Housewife",3,5,5,5,4,4,5,5,5,"Moderate","< 2","> 4",5,1,5,5,5,5,5,3,3,2,"Yes","Yes","Yes",5,3,5,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"993","Upper_Secondary","Lower_Secondary","Others","Private_Sector",2,3,2,2,2,2,2,2,3,"Far","Never","> 4",4,2,4,4,5,4,4,3,3,4,"Yes","No","Yes",5,2,4,4,5,5,5,4,2,"Khmer","One_Shift","Enough","Enough","Not_enough","1"
"994","Lower_Secondary","Elementary","Farmer","Housewife",3,4,5,5,5,5,5,5,4,"Moderate","2 to 4","> 4",4,5,4,4,4,4,4,2,4,2,"Yes","No","Yes",5,3,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"995","Upper_Secondary","Upper_Secondary","Private_Sector","Private_Sector",3,5,5,4,4,2,3,5,5,"Short","< 2","2 to 4",5,5,5,1,4,5,3,5,5,5,"Yes","Yes","Yes",5,3,4,5,5,5,3,5,2,"Khmer","Irregular","Enough","Maybe","Maybe","0"
"996","Lower_Secondary","Lower_Secondary","Government_Officer","Farmer",3,4,4,4,4,4,4,4,4,"Moderate","< 2","< 2",3,2,4,3,4,4,3,4,3,2,"Yes","No","Yes",4,3,5,4,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"997","Elementary","Elementary","Private_Sector","Housewife",3,5,5,5,5,5,5,5,5,"Moderate","2 to 4","> 4",5,1,5,4,4,5,5,4,2,4,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"998","Lower_Secondary","Lower_Secondary","Private_Sector","Private_Sector",3,5,5,3,5,4,5,5,4,"Moderate","< 2","> 4",5,1,4,5,5,5,5,2,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"999","Upper_Secondary","Lower_Secondary","Others","Housewife",3,4,4,4,3,4,4,4,4,"Far","2 to 4","> 4",4,2,5,4,5,4,4,2,2,4,"Yes","Yes","Yes",4,1,4,5,5,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"1000","Lower_Secondary","Elementary","Business","Housewife",2,3,3,4,3,4,3,3,3,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,2,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"1001","Lower_Secondary","Lower_Secondary","Business","Business",2,3,5,3,3,5,5,5,5,"Moderate","< 2","< 2",5,4,5,5,5,5,5,3,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","1"
"1002","Upper_Secondary","Lower_Secondary","Farmer","Private_Sector",2,4,4,5,5,3,4,5,4,"Moderate","2 to 4","2 to 4",4,1,4,4,4,4,4,2,1,2,"Yes","No","No",5,2,4,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"1003","Undergraduate","Upper_Secondary","Business","Government_Officer",3,4,5,4,5,4,4,5,3,"Moderate","2 to 4","2 to 4",4,1,5,4,5,5,5,1,3,2,"Yes","Yes","Yes",5,2,5,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"1004","Undergraduate","Upper_Secondary","Business","Government_Officer",3,4,5,4,5,4,4,5,3,"Moderate","2 to 4","2 to 4",4,1,5,4,5,5,5,1,3,2,"Yes","Yes","Yes",5,2,5,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"1005","Elementary","Elementary","Farmer","Housewife",4,4,4,4,2,2,4,4,4,"Moderate","< 2","> 4",5,2,4,4,5,4,5,2,4,5,"Yes","No","No",5,2,4,5,5,5,4,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1006","Elementary","Elementary","Farmer","Housewife",4,4,4,4,2,2,4,4,4,"Moderate","< 2","> 4",5,2,4,4,5,4,5,2,4,5,"Yes","No","No",5,2,4,5,5,5,4,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1007","Elementary","Elementary","Business","Housewife",2,4,3,4,4,3,3,3,3,"Moderate","2 to 4","2 to 4",4,4,3,3,3,3,4,3,4,3,"Yes","No","Yes",5,4,4,4,4,4,4,4,2,"Khmer","Fullday","Not_enough","Not_enough","Not_enough","3"
"1008","Graduate","Upper_Secondary","Private_Sector","Housewife",3,4,5,3,4,3,4,2,3,"Moderate","< 2","> 4",4,1,4,3,4,5,4,2,5,2,"Yes","No","Yes",3,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Maybe","Maybe","2"
"1009","Elementary","Elementary","Farmer","Farmer",2,2,2,5,3,3,3,4,4,"Moderate","< 2","2 to 4",5,1,5,3,3,4,5,2,3,4,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"1010","Undergraduate","Undergraduate","Government_Officer","Business",2,5,5,5,5,3,2,3,3,"Far","Never","> 4",5,1,4,4,4,3,5,2,3,1,"Yes","Yes","Yes",3,1,4,4,5,4,4,4,2,"Khmer","Irregular","Enough","Not_enough","Maybe","3"
"1011","Lower_Secondary","Upper_Secondary","Business","Business",3,2,4,2,4,5,5,1,4,"Moderate","< 2","2 to 4",2,3,2,4,3,3,4,2,2,2,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"1012","Elementary","Elementary","Farmer","Housewife",2,3,3,3,3,3,5,5,3,"Moderate","< 2","< 2",5,3,3,3,3,4,5,2,2,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"1013","Lower_Secondary","Elementary","Farmer","Housewife",2,4,5,5,4,5,5,3,5,"Moderate","< 2","> 4",5,2,5,4,4,4,5,1,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"1014","Elementary","Elementary","Farmer","Farmer",1,3,3,3,3,3,3,3,3,"Far","< 2","< 2",2,2,3,3,3,3,3,2,3,3,"Yes","No","No",4,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"1015","Elementary","Elementary","Farmer","Farmer",2,3,3,4,3,3,5,5,5,"Short","2 to 4","> 4",5,2,5,5,5,4,5,1,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"1016","Elementary","Elementary","Farmer","Farmer",2,4,4,5,3,3,5,5,3,"Moderate","< 2","Never",4,2,4,3,4,5,4,1,5,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"1017","Elementary","Elementary","Farmer","Farmer",2,4,5,5,3,5,5,4,3,"Moderate","< 2","< 2",2,2,2,3,2,2,3,3,5,3,"Yes","Yes","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"1018","Lower_Secondary","Lower_Secondary","Business","Business",2,2,4,3,2,2,2,3,3,"Moderate","Never","2 to 4",4,3,4,3,3,3,3,2,4,3,"Yes","Yes","Yes",4,1,5,4,5,4,3,5,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"1019","Elementary","Elementary","Farmer","Housewife",3,4,4,4,2,5,5,4,4,"Short","< 2","< 2",3,1,4,4,3,5,4,2,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","2"
"1020","Elementary","Upper_Secondary","Farmer","Farmer",2,4,5,5,3,5,5,5,3,"Moderate","< 2","< 2",2,2,3,4,3,4,3,3,5,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"1021","Elementary","Illiteracy","Farmer","Housewife",2,3,3,3,3,5,3,5,3,"Moderate","Never","< 2",2,1,2,3,2,3,3,2,3,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"1022","Elementary","Elementary","Farmer","Farmer",2,2,3,3,2,5,2,2,2,"Moderate","< 2","> 4",3,2,1,4,4,4,4,4,2,5,"Yes","No","Yes",4,1,5,5,4,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"1023","Graduate","Upper_Secondary","Government_Officer","Housewife",3,4,4,5,3,4,4,4,5,"Short","2 to 4","2 to 4",5,3,5,3,4,4,4,4,3,4,"Yes","Yes","Yes",4,2,4,4,4,4,4,4,2,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"1024","Upper_Secondary","Elementary","Farmer","Farmer",2,2,3,5,3,4,5,5,3,"Moderate","< 2","2 to 4",2,2,2,3,2,3,5,2,4,5,"Yes","No","Yes",5,1,5,5,3,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Maybe","1"
"1025","Lower_Secondary","Illiteracy","Farmer","Farmer",1,4,3,3,3,3,3,3,3,"Far","2 to 4","> 4",3,3,3,5,3,5,5,2,1,5,"No","No","Yes",3,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"1026","Lower_Secondary","Lower_Secondary","Farmer","Business",2,4,4,4,3,3,3,3,3,"Far","< 2","2 to 4",2,3,3,4,4,4,5,1,3,3,"Yes","No","Yes",4,1,5,4,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","1"
"1027","Elementary","Elementary","Private_Sector","Housewife",3,5,5,5,5,5,5,5,5,"Moderate","2 to 4","> 4",5,2,5,4,5,5,5,2,2,4,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"1028","Upper_Secondary","Upper_Secondary","Government_Officer","Housewife",3,5,5,5,4,5,5,5,4,"Moderate","< 2","2 to 4",5,4,3,4,5,4,5,4,5,2,"Yes","Yes","Yes",5,3,5,5,5,5,5,5,3,"Khmer","One_Shift","Maybe","Maybe","Maybe","1"
"1029","Undergraduate","Undergraduate","Government_Officer","Business",3,4,4,4,3,3,2,2,3,"Moderate","< 2","> 4",5,3,3,3,3,4,3,3,3,3,"Yes","Yes","Yes",4,1,4,4,4,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"1030","Elementary","Elementary","Farmer","Housewife",2,4,4,4,3,3,3,3,3,"Far","2 to 4","> 4",3,3,4,3,4,4,4,3,3,3,"Yes","No","Yes",3,3,3,5,5,5,5,5,3,"English","Fullday","Enough","Enough","Enough","0"
"1031","Upper_Secondary","Elementary","Government_Officer","Business",3,2,4,3,2,3,3,4,3,"Far","Never","2 to 4",5,4,4,4,4,5,5,2,3,2,"Yes","Yes","Yes",3,3,4,4,4,4,4,4,3,"Khmer","One_Shift","Enough","Maybe","Enough","3"
"1032","Elementary","Others","Farmer","Housewife",1,3,3,5,3,2,5,5,3,"Far","< 2","2 to 4",5,1,3,3,4,2,4,2,5,4,"Yes","No","No",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"1033","Lower_Secondary","Elementary","Government_Officer","Housewife",2,3,4,3,3,4,5,5,4,"Moderate","< 2","2 to 4",3,1,3,4,3,3,4,1,2,5,"Yes","No","Yes",4,3,5,3,5,3,3,5,3,"Khmer","One_Shift","Not_enough","Not_enough","Enough","2"
"1034","Lower_Secondary","Elementary","Farmer","Farmer",2,4,3,3,3,3,5,5,3,"Moderate","< 2","2 to 4",3,3,3,4,3,3,4,1,2,5,"Yes","No","Yes",4,3,3,4,4,3,5,4,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"1035","Elementary","Lower_Secondary","Farmer","Housewife",2,4,5,5,4,5,5,3,3,"Moderate","< 2","< 2",5,1,5,5,5,5,5,1,5,5,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"1036","Lower_Secondary","Elementary","Others","Housewife",2,3,3,3,3,3,2,2,1,"Short","< 2","2 to 4",2,1,2,3,3,3,3,3,2,5,"Yes","Yes","No",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1037","Elementary","Elementary","Farmer","Housewife",2,4,5,5,4,5,5,3,3,"Moderate","< 2","< 2",5,1,5,5,5,5,5,1,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"1038","Lower_Secondary","Elementary","Business","Business",2,2,5,4,2,2,2,4,4,"Moderate","< 2","> 4",4,2,5,3,5,5,5,2,2,4,"Yes","No","No",4,2,5,5,5,5,4,5,2,"Khmer","Irregular","Not_enough","Enough","Enough","0"
"1039","Upper_Secondary","Upper_Secondary","Farmer","Housewife",2,2,5,5,2,3,3,3,3,"Moderate","< 2","< 2",5,2,5,3,5,3,5,3,2,3,"Yes","No","Yes",4,1,4,4,4,5,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"1040","Upper_Secondary","Lower_Secondary","Others","Others",2,2,2,2,3,2,2,1,3,"Moderate","< 2","< 2",2,1,3,2,3,3,4,3,4,4,"No","No","No",4,2,5,5,5,5,4,5,2,"Khmer","Irregular","Enough","Enough","Maybe","1"
"1041","Undergraduate","Undergraduate","Private_Sector","Business",3,4,5,4,4,5,3,5,4,"Moderate","< 2","> 4",4,2,3,2,4,4,3,2,4,1,"Yes","Yes","Yes",4,1,4,3,4,4,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"1042","Elementary","Lower_Secondary","Business","Business",2,5,5,5,3,5,3,3,3,"Moderate","> 4","> 4",5,5,5,5,5,5,5,1,5,3,"Yes","No","Yes",5,2,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1043","Illiteracy","Others","Others","Housewife",2,2,4,5,2,3,5,4,4,"Moderate","Never","2 to 4",1,2,3,3,3,4,3,4,3,3,"No","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"1044","Lower_Secondary","Elementary","Business","Business",2,2,4,4,4,4,5,5,5,"Moderate","< 2","< 2",2,2,5,3,5,5,5,2,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"French","Irregular","Enough","Enough","Enough","0"
"1045","Lower_Secondary","Lower_Secondary","Government_Officer","Housewife",2,2,3,2,2,3,2,1,3,"Moderate","< 2","Never",2,3,1,2,2,2,2,4,4,4,"Yes","No","Yes",4,1,5,5,5,5,5,5,1,"Khmer","Irregular","Enough","Enough","Not_enough","1"
"1046","Elementary","Lower_Secondary","Others","Housewife",3,3,3,4,4,4,3,4,3,"Moderate","< 2","< 2",3,4,4,4,3,3,4,3,4,3,"No","No","No",5,5,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1047","Lower_Secondary","Illiteracy","Business","Housewife",2,4,4,4,3,3,3,3,3,"Moderate","< 2","> 4",3,2,4,3,4,4,5,2,2,2,"Yes","No","Yes",4,1,4,5,5,4,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1048","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,4,3,5,5,"Moderate","< 2","> 4",5,2,5,5,5,5,5,2,3,1,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Maybe","3"
"1049","Others","Elementary","Others","Farmer",2,3,2,5,5,5,5,4,3,"Moderate","< 2","< 2",4,2,5,5,5,5,5,3,4,2,"Yes","No","No",5,2,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","0"
"1050","Elementary","Illiteracy","Farmer","Farmer",2,4,5,5,4,5,5,4,5,"Far","< 2","< 2",4,4,5,4,3,4,4,3,5,4,"Yes","No","Yes",4,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"1051","Undergraduate","Elementary","Private_Sector","Housewife",2,5,5,5,2,5,4,4,3,"Moderate","< 2","2 to 4",5,1,4,5,5,5,4,3,4,5,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1052","Elementary","Elementary","Farmer","Farmer",2,2,5,5,2,5,5,5,5,"Far","< 2","2 to 4",5,2,2,5,4,5,5,5,1,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1053","Upper_Secondary","Upper_Secondary","Government_Officer","Business",3,3,5,5,4,3,3,3,3,"Moderate","< 2","< 2",3,1,5,4,5,5,5,3,3,3,"Yes","No","Yes",3,3,3,3,4,5,4,4,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"1054","Undergraduate","Elementary","Government_Officer","Housewife",2,2,3,5,3,2,4,3,3,"Moderate","< 2","< 2",2,2,2,2,3,3,3,2,2,2,"Yes","No","Yes",3,3,4,4,3,4,3,4,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"1055","Undergraduate","Elementary","Government_Officer","Housewife",2,2,3,5,3,2,4,3,3,"Moderate","< 2","< 2",2,2,2,2,3,3,3,2,2,2,"Yes","No","Yes",3,3,4,4,3,4,3,4,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"1056","Undergraduate","Elementary","Government_Officer","Private_Sector",1,3,2,2,3,4,2,3,4,"Moderate","< 2","< 2",2,2,3,4,3,3,3,3,2,3,"No","No","Yes",4,4,4,5,4,3,4,5,2,"Khmer","Irregular","Enough","Enough","Maybe","2"
"1057","Elementary","Elementary","Farmer","Farmer",2,5,3,5,5,4,4,2,3,"Moderate","< 2","> 4",5,1,5,5,5,5,5,2,1,1,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"1058","Upper_Secondary","Lower_Secondary","Farmer","Farmer",2,4,5,5,5,5,4,4,3,"Far","< 2","< 2",3,3,4,4,4,3,4,3,4,5,"Yes","Yes","No",2,2,5,5,5,5,4,3,2,"Khmer","Fullday","Enough","Enough","Maybe","3"
"1059","Lower_Secondary","Elementary","Farmer","Housewife",2,4,2,2,3,3,5,2,1,"Moderate","< 2","< 2",3,2,1,3,3,2,3,4,5,4,"Yes","Yes","No",3,1,5,5,2,4,5,4,1,"Khmer","One_Shift","Enough","Enough","Enough","1"
"1060","Lower_Secondary","Elementary","Government_Officer","Business",2,3,5,4,4,5,4,5,2,"Far","< 2","> 4",4,4,5,4,4,4,4,3,5,4,"Yes","Yes","Yes",5,2,3,3,5,4,4,3,2,"Khmer","Fullday","Maybe","Enough","Not_enough","1"
"1061","Upper_Secondary","Upper_Secondary","Business","Government_Officer",2,3,3,3,3,3,3,3,3,"Moderate","2 to 4","> 4",5,3,3,3,3,3,3,3,3,3,"Yes","No","Yes",3,3,3,3,3,3,3,4,2,"Khmer","One_Shift","Enough","Enough","Not_enough","0"
"1062","Upper_Secondary","Upper_Secondary","Business","Business",2,3,3,4,3,3,3,3,3,"Moderate","< 2","> 4",3,1,3,3,4,4,3,2,4,4,"Yes","No","Yes",4,2,4,4,5,4,4,3,2,"Khmer","Fullday","Enough","Enough","Enough","0"
"1063","Upper_Secondary","Upper_Secondary","Business","Business",3,4,5,5,3,4,3,3,4,"Moderate","< 2","> 4",4,1,3,4,4,4,4,2,3,2,"Yes","No","Yes",5,4,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","3"
"1064","Upper_Secondary","Lower_Secondary","Business","Business",3,3,3,4,3,3,3,3,4,"Far","2 to 4","> 4",5,2,5,4,5,5,5,3,4,3,"Yes","Yes","Yes",4,2,3,4,5,5,3,4,2,"Khmer","Fullday","Enough","Enough","Enough","1"
"1065","Elementary","Lower_Secondary","Others","Farmer",2,2,5,5,3,5,5,5,5,"Moderate","< 2","> 4",5,1,5,5,5,5,5,3,3,3,"Yes","No","Yes",4,1,4,4,5,5,5,5,2,"Khmer","Irregular","Maybe","Enough","Maybe","3"
"1066","Others","Elementary","Others","Business",3,3,3,3,3,3,3,3,5,"Moderate","< 2","> 4",3,3,3,2,5,4,2,4,5,4,"Yes","Yes","No",4,1,3,3,4,4,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"1067","Undergraduate","Undergraduate","Government_Officer","Housewife",2,4,5,4,3,5,4,3,5,"Moderate","< 2","> 4",3,2,4,4,3,5,4,3,4,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Not_enough","3"
"1068","Upper_Secondary","Elementary","Others","Business",3,4,5,4,3,4,3,2,2,"Moderate","Never","< 2",2,1,2,2,4,3,3,4,4,5,"Yes","Yes","Yes",3,1,3,3,3,5,5,3,2,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"1069","Upper_Secondary","Upper_Secondary","Government_Officer","Housewife",3,5,4,4,4,4,4,3,3,"Moderate","2 to 4","> 4",3,2,4,4,4,4,4,2,2,3,"Yes","Yes","Yes",3,2,4,4,4,4,4,4,1,"Khmer","Irregular","Enough","Not_enough","Enough","3"
"1070","Upper_Secondary","Lower_Secondary","Farmer","Farmer",2,3,4,5,4,3,4,4,4,"Short","2 to 4","> 4",5,2,4,4,5,4,5,2,3,2,"Yes","No","Yes",5,1,5,5,5,5,4,5,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"1071","Upper_Secondary","Upper_Secondary","Farmer","Farmer",3,2,5,4,3,1,3,3,2,"Moderate","< 2","Never",2,3,2,2,3,2,2,2,2,1,"Yes","No","Yes",3,3,5,4,5,5,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"1072","Undergraduate","Undergraduate","Government_Officer","Business",4,4,5,2,2,2,2,3,5,"Moderate","< 2","> 4",3,2,3,4,3,5,5,2,4,3,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
