"","PEDU1","PEDU2","POCC1","POCC2","PSES1","PI1","PI2","PI3","PS1","PS2","PS3","PS4","DE1","DE2","SELD1","SELD2","SELD3","SELD4","SELD5","SIM1","SIM2","SIM3","SIM4","ANXI1","ANXI2","ANXI3","POSS1","POSS2","POSS3","TMP1","TMP2","TMP3","TMP4","TAC1","TAC2","TAC3","TAC4","CENV1","CU1","CU2","ARES1","ARES2","ARES3","SCORE"
"3583","Lower_Secondary","Illiteracy","Farmer","Housewife",2,3,3,3,3,3,3,3,1,"Moderate","< 2","> 4",5,1,5,3,3,4,3,3,5,3,"No","No","Yes",5,1,4,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"3584","Lower_Secondary","Lower_Secondary","Business","Business",3,4,4,4,3,5,2,3,3,"Moderate","< 2","> 4",2,3,2,3,4,4,4,5,5,4,"Yes","Yes","Yes",3,4,3,3,3,4,2,3,3,"Khmer","One_Shift","Maybe","Enough","Not_enough","0"
"3585","Graduate","Elementary","Private_Sector","Business",3,3,5,4,4,4,3,4,4,"Moderate","Never","Never",2,2,2,3,3,4,4,4,2,4,"Yes","Yes","Yes",3,2,3,3,3,3,3,2,2,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"3586","Elementary","Elementary","Farmer","Farmer",2,2,5,4,2,5,5,5,5,"Moderate","< 2","> 4",4,4,4,5,5,5,5,2,2,2,"Yes","No","Yes",5,1,5,5,4,5,4,5,2,"Khmer","Fullday","Enough","Not_enough","Enough","3"
"3587","Upper_Secondary","Upper_Secondary","Private_Sector","Housewife",2,5,5,5,4,5,5,5,3,"Moderate","2 to 4","> 4",5,1,4,5,5,5,5,1,1,1,"Yes","Yes","No",5,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Maybe","3"
"3588","Upper_Secondary","Upper_Secondary","Private_Sector","Housewife",2,5,5,5,4,5,5,5,3,"Moderate","2 to 4","> 4",5,1,4,5,5,5,5,1,1,1,"Yes","Yes","No",5,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Maybe","3"
"3589","Others","Upper_Secondary","Farmer","Housewife",2,3,3,3,3,3,3,3,3,"Far","< 2","> 4",4,2,4,4,5,4,5,3,3,3,"Yes","Yes","Yes",5,3,4,4,5,4,3,4,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"3590","Elementary","Elementary","Farmer","Others",2,5,5,5,5,5,5,5,3,"Moderate","< 2","< 2",5,1,5,5,5,5,5,1,1,1,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Not_enough","3"
"3591","Upper_Secondary","Elementary","Business","Business",3,2,4,5,3,1,1,1,2,"Far","< 2","Never",5,4,4,5,5,3,3,2,1,4,"Yes","Yes","Yes",4,1,4,4,4,5,4,4,2,"Khmer","Fullday","Enough","Enough","Enough","3"
"3592","Undergraduate","Elementary","Others","Housewife",2,5,5,5,3,3,3,4,4,"Moderate","2 to 4","< 2",4,1,5,4,5,5,5,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"3593","Upper_Secondary","Lower_Secondary","Government_Officer","Business",3,4,5,4,3,4,3,3,4,"Moderate","2 to 4","> 4",5,1,2,4,4,5,4,3,3,2,"Yes","No","Yes",4,4,4,4,4,4,3,4,2,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"3594","Undergraduate","Lower_Secondary","Government_Officer","Business",2,5,5,5,4,5,4,5,3,"Moderate","2 to 4","2 to 4",5,1,4,4,5,4,5,2,4,2,"Yes","No","Yes",4,2,5,5,5,3,3,3,2,"Khmer","Fullday","Enough","Not_enough","Enough","3"
"3595","Lower_Secondary","Elementary","Business","Housewife",2,2,2,5,4,3,3,2,4,"Moderate","Never","2 to 4",5,1,5,5,5,5,5,1,2,2,"Yes","No","Yes",3,2,4,4,4,4,4,4,3,"English","One_Shift","Enough","Enough","Not_enough","3"
"3596","Elementary","Lower_Secondary","Farmer","Housewife",2,5,4,5,2,5,4,4,5,"Moderate","2 to 4","> 4",5,1,5,5,5,5,4,1,3,3,"Yes","No","Yes",5,2,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Not_enough","2"
"3597","Others","Elementary","Business","Others",2,3,3,4,3,4,4,4,4,"Moderate","< 2","2 to 4",5,2,3,3,4,4,4,3,4,2,"Yes","Yes","Yes",5,2,5,5,5,5,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"3598","Others","Elementary","Business","Housewife",2,3,3,4,3,4,4,4,4,"Moderate","< 2","2 to 4",5,2,3,3,4,4,4,3,4,2,"Yes","Yes","Yes",5,2,5,5,5,5,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"3599","Elementary","Elementary","Farmer","Farmer",2,3,4,5,1,5,5,5,3,"Far","< 2","> 4",4,2,4,5,5,5,5,2,2,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"3600","Illiteracy","Elementary","Government_Officer","Housewife",2,3,5,5,3,4,4,5,5,"Moderate","< 2","> 4",3,1,2,5,4,5,5,3,3,1,"Yes","No","Yes",5,1,5,5,5,5,5,4,3,"Khmer","Fullday","Enough","Enough","Maybe","2"
"3601","Elementary","Illiteracy","Farmer","Farmer",2,5,4,4,4,5,4,4,5,"Moderate","< 2","> 4",3,2,4,5,5,4,5,4,5,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","1"
"3602","Elementary","Elementary","Farmer","Farmer",1,3,3,3,3,3,3,3,5,"Far","Never","> 4",4,1,2,3,4,3,4,4,5,4,"No","No","Yes",3,3,3,3,4,4,2,2,3,"Khmer","Irregular","Enough","Enough","Maybe","1"
"3603","Upper_Secondary","Lower_Secondary","Government_Officer","Housewife",2,3,4,5,3,3,3,2,3,"Moderate","< 2","> 4",4,3,4,4,4,4,5,2,4,2,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","2"
"3604","Upper_Secondary","Elementary","Farmer","Farmer",2,4,4,4,2,2,5,2,3,"Moderate","2 to 4","< 2",4,1,5,5,5,5,2,1,1,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"3605","Elementary","Elementary","Farmer","Housewife",2,4,4,4,3,4,4,5,5,"Moderate","Never","Never",3,4,2,5,2,4,4,3,3,3,"Yes","No","Yes",3,3,3,3,3,3,4,3,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"3606","Upper_Secondary","Upper_Secondary","Business","Housewife",3,5,5,5,5,3,4,5,4,"Moderate","< 2","> 4",3,2,5,4,5,4,5,5,4,3,"Yes","No","Yes",4,1,5,4,4,5,4,4,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"3607","Upper_Secondary","Upper_Secondary","Farmer","Housewife",3,2,2,2,2,3,2,2,2,"Short","Never","< 2",1,1,1,1,1,1,3,2,2,2,"Yes","No","Yes",2,2,1,2,2,2,2,2,2,"Khmer","Fullday","Enough","Not_enough","Enough","1"
"3608","Upper_Secondary","Upper_Secondary","Farmer","Farmer",2,2,2,2,2,2,2,2,2,"Moderate","Never","Never",2,2,2,2,2,2,2,2,2,2,"No","No","No",2,2,2,2,2,2,2,2,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3609","Others","Others","Farmer","Farmer",4,5,5,5,5,5,5,1,5,"Moderate","< 2","2 to 4",5,5,5,3,5,5,4,4,4,3,"Yes","No","Yes",3,5,3,1,4,4,1,5,3,"Khmer","Irregular","Not_enough","Not_enough","Enough","1"
"3610","Elementary","Elementary","Farmer","Farmer",2,2,3,3,3,2,4,3,2,"Far","< 2","< 2",2,3,3,4,4,4,3,3,3,3,"Yes","No","No",4,3,3,4,4,2,3,4,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"3611","Illiteracy","Illiteracy","Farmer","Farmer",3,4,3,3,4,4,4,3,3,"Moderate","< 2","2 to 4",4,2,4,2,5,3,4,3,4,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"3612","Upper_Secondary","Lower_Secondary","Farmer","Farmer",2,5,3,5,3,3,4,5,3,"Moderate","< 2","> 4",4,1,3,3,4,4,4,3,1,4,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3613","Lower_Secondary","Illiteracy","Private_Sector","Housewife",2,5,5,5,4,4,4,3,4,"Moderate","> 4","< 2",5,5,5,4,4,3,4,4,4,4,"Yes","No","No",4,3,4,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"3614","Upper_Secondary","Lower_Secondary","Farmer","Farmer",4,5,5,5,4,5,5,5,5,"Far","< 2","2 to 4",5,1,5,5,5,5,5,1,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3615","Lower_Secondary","Elementary","Farmer","Farmer",2,3,3,2,2,2,1,2,2,"Moderate","< 2","> 4",5,1,2,5,5,5,5,1,3,3,"Yes","No","Yes",5,1,3,4,4,3,3,4,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3616","Lower_Secondary","Elementary","Farmer","Farmer",2,3,3,2,2,2,1,2,2,"Moderate","< 2","> 4",5,1,2,5,5,5,5,1,3,3,"Yes","No","Yes",5,1,3,4,4,3,3,4,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3617","Lower_Secondary","Elementary","Farmer","Farmer",2,5,4,5,3,3,2,5,5,"Moderate","< 2","> 4",4,1,5,5,5,5,5,1,3,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"French","Irregular","Enough","Enough","Enough","0"
"3618","Others","Others","Business","Business",3,3,3,4,3,3,3,3,4,"Moderate","Never","< 2",3,2,4,4,3,4,4,2,3,3,"Yes","No","Yes",3,3,4,4,5,4,5,4,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"3619","Elementary","Elementary","Farmer","Farmer",2,5,5,5,4,5,5,5,4,"Moderate","< 2","> 4",5,2,5,4,5,5,5,1,5,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"3620","Elementary","Elementary","Farmer","Farmer",2,3,3,3,3,3,3,3,3,"Moderate","< 2","Never",3,3,4,3,3,3,3,3,3,3,"No","No","No",4,3,3,3,3,3,4,3,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3621","Elementary","Elementary","Farmer","Farmer",4,5,5,5,5,5,5,5,5,"Short","< 2","< 2",5,5,5,5,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"3622","Upper_Secondary","Elementary","Farmer","Farmer",2,3,5,4,3,4,4,4,4,"Moderate","< 2","2 to 4",4,1,4,4,4,4,4,3,2,2,"Yes","No","Yes",5,2,4,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"3623","Upper_Secondary","Elementary","Business","Housewife",3,3,2,4,2,3,3,3,3,"Short","< 2","Never",4,4,3,3,2,2,2,3,2,4,"Yes","Yes","No",4,2,3,4,4,4,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"3624","Undergraduate","Lower_Secondary","Government_Officer","Housewife",3,4,5,5,3,4,3,5,5,"Moderate","< 2","> 4",5,2,5,5,4,5,5,1,2,3,"Yes","No","Yes",4,2,5,5,5,4,5,4,2,"Khmer","Irregular","Maybe","Enough","Enough","3"
"3625","Elementary","Elementary","Farmer","Farmer",2,3,5,5,3,5,4,4,4,"Far","< 2","> 4",5,2,5,5,5,5,5,3,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","3"
"3626","Illiteracy","Lower_Secondary","Farmer","Farmer",2,4,4,3,4,4,5,5,5,"Moderate","< 2","< 2",5,5,5,5,5,5,4,4,4,4,"Yes","No","No",4,4,5,5,4,5,5,5,2,"English","Irregular","Enough","Enough","Enough","1"
"3627","Elementary","Elementary","Farmer","Farmer",4,3,3,3,3,3,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","Yes","No",3,3,2,3,3,3,3,3,2,"Khmer","One_Shift","Not_enough","Enough","Enough","0"
"3628","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,3,4,4,"Short","> 4","< 2",4,4,4,3,4,3,5,5,4,4,"Yes","Yes","Yes",4,4,4,3,4,4,5,2,3,"Khmer","Fullday","Not_enough","Enough","Enough","0"
"3629","Illiteracy","Illiteracy","Unemployment","Housewife",2,3,3,3,3,4,3,3,3,"Moderate","2 to 4","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","No","No",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"3630","Illiteracy","Illiteracy","Unemployment","Housewife",2,3,3,3,3,4,3,3,3,"Moderate","2 to 4","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","No","No",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"3631","Elementary","Elementary","Farmer","Farmer",2,5,5,5,5,5,5,5,5,"Moderate","< 2","< 2",3,2,3,3,3,3,3,2,2,3,"Yes","No","Yes",4,3,4,5,5,4,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"3632","Elementary","Elementary","Unemployment","Housewife",2,3,5,4,3,5,3,3,3,"Short","< 2","> 4",4,2,3,1,4,4,3,5,3,3,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","0"
"3633","Elementary","Elementary","Business","Business",2,1,3,5,2,2,2,4,3,"Moderate","< 2","< 2",3,2,5,2,4,5,5,4,4,5,"Yes","Yes","No",2,3,2,3,3,3,3,3,2,"Khmer","Fullday","Enough","Enough","Not_enough","0"
"3634","Lower_Secondary","Elementary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Short","< 2","> 4",5,1,5,5,5,5,5,5,5,5,"Yes","No","Yes",5,2,5,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"3635","Lower_Secondary","Elementary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Short","< 2","> 4",5,1,5,5,5,5,5,5,5,5,"Yes","No","Yes",5,2,5,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"3636","Upper_Secondary","Lower_Secondary","Business","Housewife",4,4,3,2,2,5,4,1,3,"Short","> 4","> 4",5,1,4,5,5,3,5,4,1,1,"Yes","Yes","Yes",5,1,3,5,5,5,4,5,3,"Khmer","One_Shift","Enough","Enough","Not_enough","1"
"3637","Upper_Secondary","Upper_Secondary","Others","Housewife",2,3,4,4,3,4,4,4,4,"Far","2 to 4","> 4",4,1,5,4,5,5,4,2,2,4,"Yes","Yes","Yes",4,2,5,5,5,5,5,4,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"3638","Lower_Secondary","Illiteracy","Farmer","Housewife",3,3,3,4,3,3,3,5,3,"Far","< 2","> 4",4,3,3,3,3,4,3,4,4,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3639","Elementary","Lower_Secondary","Business","Business",3,3,4,5,3,5,5,4,3,"Moderate","< 2","> 4",4,1,4,4,4,4,3,2,4,2,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Maybe","Maybe","0"
"3640","Lower_Secondary","Lower_Secondary","Business","Business",2,3,5,3,3,5,3,3,4,"Moderate","< 2","< 2",5,2,5,3,5,5,5,3,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","1"
"3641","Undergraduate","Elementary","Government_Officer","Housewife",2,4,4,4,4,4,4,4,4,"Moderate","< 2","> 4",5,2,3,3,5,5,5,3,4,3,"Yes","Yes","Yes",5,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"3642","Elementary","Illiteracy","Farmer","Farmer",2,3,2,5,3,2,4,4,3,"Far","< 2","> 4",5,2,4,4,4,4,5,2,2,2,"Yes","Yes","Yes",5,1,3,5,5,5,4,4,3,"Khmer","One_Shift","Enough","Enough","Not_enough","0"
"3643","Elementary","Elementary","Others","Private_Sector",2,3,3,3,2,2,3,3,3,"Moderate","2 to 4","> 4",4,2,3,3,4,4,4,2,2,2,"Yes","No","Yes",3,3,4,4,3,4,3,4,2,"Khmer","Irregular","Enough","Maybe","Maybe","0"
"3644","Undergraduate","Undergraduate","Business","Housewife",3,5,5,5,4,4,5,5,5,"Moderate","< 2","> 4",5,1,5,5,5,5,5,3,3,2,"Yes","Yes","Yes",5,3,5,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"3645","Upper_Secondary","Lower_Secondary","Others","Private_Sector",2,3,2,2,2,2,2,2,3,"Far","Never","> 4",4,2,4,4,5,4,4,3,3,4,"Yes","No","Yes",5,2,4,4,5,5,5,4,2,"Khmer","One_Shift","Enough","Enough","Not_enough","1"
"3646","Lower_Secondary","Elementary","Farmer","Housewife",3,4,5,5,5,5,5,5,4,"Moderate","2 to 4","> 4",4,5,4,4,4,4,4,2,4,2,"Yes","No","Yes",5,3,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"3647","Upper_Secondary","Upper_Secondary","Private_Sector","Private_Sector",3,5,5,4,4,2,3,5,5,"Short","< 2","2 to 4",5,5,5,1,4,5,3,5,5,5,"Yes","Yes","Yes",5,3,4,5,5,5,3,5,2,"Khmer","Irregular","Enough","Maybe","Maybe","0"
"3648","Lower_Secondary","Lower_Secondary","Government_Officer","Farmer",3,4,4,4,4,4,4,4,4,"Moderate","< 2","< 2",3,2,4,3,4,4,3,4,3,2,"Yes","No","Yes",4,3,5,4,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"3649","Elementary","Elementary","Private_Sector","Housewife",3,5,5,5,5,5,5,5,5,"Moderate","2 to 4","> 4",5,1,5,4,4,5,5,4,2,4,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"3650","Lower_Secondary","Lower_Secondary","Private_Sector","Private_Sector",3,5,5,3,5,4,5,5,4,"Moderate","< 2","> 4",5,1,4,5,5,5,5,2,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"3651","Upper_Secondary","Lower_Secondary","Others","Housewife",3,4,4,4,3,4,4,4,4,"Far","2 to 4","> 4",4,2,5,4,5,4,4,2,2,4,"Yes","Yes","Yes",4,1,4,5,5,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"3652","Lower_Secondary","Elementary","Business","Housewife",2,3,3,4,3,4,3,3,3,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,2,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"3653","Lower_Secondary","Lower_Secondary","Business","Business",2,3,5,3,3,5,5,5,5,"Moderate","< 2","< 2",5,4,5,5,5,5,5,3,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","1"
"3654","Upper_Secondary","Lower_Secondary","Farmer","Private_Sector",2,4,4,5,5,3,4,5,4,"Moderate","2 to 4","2 to 4",4,1,4,4,4,4,4,2,1,2,"Yes","No","No",5,2,4,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"3655","Undergraduate","Upper_Secondary","Business","Government_Officer",3,4,5,4,5,4,4,5,3,"Moderate","2 to 4","2 to 4",4,1,5,4,5,5,5,1,3,2,"Yes","Yes","Yes",5,2,5,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"3656","Undergraduate","Upper_Secondary","Business","Government_Officer",3,4,5,4,5,4,4,5,3,"Moderate","2 to 4","2 to 4",4,1,5,4,5,5,5,1,3,2,"Yes","Yes","Yes",5,2,5,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"3657","Elementary","Elementary","Farmer","Housewife",4,4,4,4,2,2,4,4,4,"Moderate","< 2","> 4",5,2,4,4,5,4,5,2,4,5,"Yes","No","No",5,2,4,5,5,5,4,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3658","Elementary","Elementary","Farmer","Housewife",4,4,4,4,2,2,4,4,4,"Moderate","< 2","> 4",5,2,4,4,5,4,5,2,4,5,"Yes","No","No",5,2,4,5,5,5,4,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"3659","Elementary","Elementary","Business","Housewife",2,4,3,4,4,3,3,3,3,"Moderate","2 to 4","2 to 4",4,4,3,3,3,3,4,3,4,3,"Yes","No","Yes",5,4,4,4,4,4,4,4,2,"Khmer","Fullday","Not_enough","Not_enough","Not_enough","3"
"3660","Graduate","Upper_Secondary","Private_Sector","Housewife",3,4,5,3,4,3,4,2,3,"Moderate","< 2","> 4",4,1,4,3,4,5,4,2,5,2,"Yes","No","Yes",3,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Maybe","Maybe","2"
"3661","Elementary","Elementary","Farmer","Farmer",2,2,2,5,3,3,3,4,4,"Moderate","< 2","2 to 4",5,1,5,3,3,4,5,2,3,4,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"3662","Undergraduate","Undergraduate","Government_Officer","Business",2,5,5,5,5,3,2,3,3,"Far","Never","> 4",5,1,4,4,4,3,5,2,3,1,"Yes","Yes","Yes",3,1,4,4,5,4,4,4,2,"Khmer","Irregular","Enough","Not_enough","Maybe","3"
"3663","Lower_Secondary","Upper_Secondary","Business","Business",3,2,4,2,4,5,5,1,4,"Moderate","< 2","2 to 4",2,3,2,4,3,3,4,2,2,2,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"3664","Elementary","Elementary","Farmer","Housewife",2,3,3,3,3,3,5,5,3,"Moderate","< 2","< 2",5,3,3,3,3,4,5,2,2,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"3665","Lower_Secondary","Elementary","Farmer","Housewife",2,4,5,5,4,5,5,3,5,"Moderate","< 2","> 4",5,2,5,4,4,4,5,1,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"3666","Elementary","Elementary","Farmer","Farmer",1,3,3,3,3,3,3,3,3,"Far","< 2","< 2",2,2,3,3,3,3,3,2,3,3,"Yes","No","No",4,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"3667","Elementary","Elementary","Farmer","Farmer",2,3,3,4,3,3,5,5,5,"Short","2 to 4","> 4",5,2,5,5,5,4,5,1,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"3668","Elementary","Elementary","Farmer","Farmer",2,4,4,5,3,3,5,5,3,"Moderate","< 2","Never",4,2,4,3,4,5,4,1,5,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"3669","Elementary","Elementary","Farmer","Farmer",2,4,5,5,3,5,5,4,3,"Moderate","< 2","< 2",2,2,2,3,2,2,3,3,5,3,"Yes","Yes","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"3670","Lower_Secondary","Lower_Secondary","Business","Business",2,2,4,3,2,2,2,3,3,"Moderate","Never","2 to 4",4,3,4,3,3,3,3,2,4,3,"Yes","Yes","Yes",4,1,5,4,5,4,3,5,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"3671","Elementary","Elementary","Farmer","Housewife",3,4,4,4,2,5,5,4,4,"Short","< 2","< 2",3,1,4,4,3,5,4,2,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","2"
"3672","Elementary","Upper_Secondary","Farmer","Farmer",2,4,5,5,3,5,5,5,3,"Moderate","< 2","< 2",2,2,3,4,3,4,3,3,5,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"3673","Elementary","Illiteracy","Farmer","Housewife",2,3,3,3,3,5,3,5,3,"Moderate","Never","< 2",2,1,2,3,2,3,3,2,3,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"3674","Elementary","Elementary","Farmer","Farmer",2,2,3,3,2,5,2,2,2,"Moderate","< 2","> 4",3,2,1,4,4,4,4,4,2,5,"Yes","No","Yes",4,1,5,5,4,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"3675","Graduate","Upper_Secondary","Government_Officer","Housewife",3,4,4,5,3,4,4,4,5,"Short","2 to 4","2 to 4",5,3,5,3,4,4,4,4,3,4,"Yes","Yes","Yes",4,2,4,4,4,4,4,4,2,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"3676","Upper_Secondary","Elementary","Farmer","Farmer",2,2,3,5,3,4,5,5,3,"Moderate","< 2","2 to 4",2,2,2,3,2,3,5,2,4,5,"Yes","No","Yes",5,1,5,5,3,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Maybe","1"
"3677","Lower_Secondary","Illiteracy","Farmer","Farmer",1,4,3,3,3,3,3,3,3,"Far","2 to 4","> 4",3,3,3,5,3,5,5,2,1,5,"No","No","Yes",3,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"3678","Lower_Secondary","Lower_Secondary","Farmer","Business",2,4,4,4,3,3,3,3,3,"Far","< 2","2 to 4",2,3,3,4,4,4,5,1,3,3,"Yes","No","Yes",4,1,5,4,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","1"
"3679","Elementary","Elementary","Private_Sector","Housewife",3,5,5,5,5,5,5,5,5,"Moderate","2 to 4","> 4",5,2,5,4,5,5,5,2,2,4,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"3680","Upper_Secondary","Upper_Secondary","Government_Officer","Housewife",3,5,5,5,4,5,5,5,4,"Moderate","< 2","2 to 4",5,4,3,4,5,4,5,4,5,2,"Yes","Yes","Yes",5,3,5,5,5,5,5,5,3,"Khmer","One_Shift","Maybe","Maybe","Maybe","1"
"3681","Undergraduate","Undergraduate","Government_Officer","Business",3,4,4,4,3,3,2,2,3,"Moderate","< 2","> 4",5,3,3,3,3,4,3,3,3,3,"Yes","Yes","Yes",4,1,4,4,4,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"3682","Elementary","Elementary","Farmer","Housewife",2,4,4,4,3,3,3,3,3,"Far","2 to 4","> 4",3,3,4,3,4,4,4,3,3,3,"Yes","No","Yes",3,3,3,5,5,5,5,5,3,"English","Fullday","Enough","Enough","Enough","0"
"3683","Upper_Secondary","Elementary","Government_Officer","Business",3,2,4,3,2,3,3,4,3,"Far","Never","2 to 4",5,4,4,4,4,5,5,2,3,2,"Yes","Yes","Yes",3,3,4,4,4,4,4,4,3,"Khmer","One_Shift","Enough","Maybe","Enough","3"
